student_id,full_name,gender,department,10th_marks,10th_board,12th_marks,12th_board,cgpa,backlogs_history,active_backlogs,year_of_study,register_number,email,resume_format,parser_confidence,synthetic_ground_truth
SRM_TWO_029_V2,Diya Thakur,Prefer not to say,AIML,66.9,State Board,67.3,CBSE,6.62,0,0,2,SRM_TWO_029_V2,diyathakur144@srmist.edu.in,two_column,high,False
SRM_TWO_030,Mohit Agarwal,Prefer not to say,AIML,49.5,ICSE,63.3,CBSE,5.69,0,0,4,SRM_TWO_030,mohitagarwal2593@srmist.edu.in,two_column,high,False
SRM_TWO_030_V2,Mohit Agarwal,Prefer not to say,AIML,49.5,ICSE,63.3,CBSE,5.69,0,0,4,SRM_TWO_030_V2,mohitagarwal2593@srmist.edu.in,two_column,high,False
SRM_TWO_031,Kishore Verma,Prefer not to say,CSE,77.5,CBSE,69.3,HSC,6.35,0,1,4,SRM_TWO_031,kishoreverma2936@srmist.edu.in,two_column,high,False
SRM_TWO_031_V2,Kishore Verma,Prefer not to say,IT,77.5,CBSE,69.3,HSC,6.35,0,1,4,SRM_TWO_031_V2,kishoreverma2936@srmist.edu.in,two_column,high,False
SRM_TWO_032,Vikram Subramaniam,Prefer not to say,ECE,79.1,ICSE,79.1,State Board,8.12,0,0,3,SRM_TWO_032,vikramsubramaniam6100@srmist.edu.in,two_column,high,False
SRM_TWO_032_V2,Vikram Subramaniam,Prefer not to say,ECE,79.1,ICSE,79.1,State Board,8.12,0,0,3,SRM_TWO_032_V2,vikramsubramaniam6100@srmist.edu.in,two_column,high,False
SRM_TWO_033,Swathi Mukherjee,Prefer not to say,MECH,66.8,State Board,72.6,ICSE,7.44,0,1,4,SRM_TWO_033,swathimukherjee8601@srmist.edu.in,two_column,high,False
SRM_TWO_033_V2,Swathi Mukherjee,Prefer not to say,MECH,66.8,State Board,72.6,ICSE,7.44,0,1,4,SRM_TWO_033_V2,swathimukherjee8601@srmist.edu.in,two_column,high,False
SRM_TWO_034,Deepak Verma,Prefer not to say,CSE,58.9,ICSE,58.8,HSC,6.67,0,0,4,SRM_TWO_034,deepakverma235@srmist.edu.in,two_column,high,False
SRM_TWO_034_V2,Deepak Verma,Prefer not to say,CSE,58.9,ICSE,58.8,HSC,6.67,0,0,4,SRM_TWO_034_V2,deepakverma235@srmist.edu.in,two_column,high,False
SRM_TWO_035,Mohit Das,Prefer not to say,MECH,71.8,CBSE,74.6,HSC,8.25,0,2,3,SRM_TWO_035,mohitdas6446@srmist.edu.in,two_column,high,False
SRM_TWO_035_V2,Mohit Das,Prefer not to say,MECH,71.8,CBSE,74.6,HSC,8.25,0,2,3,SRM_TWO_035_V2,mohitdas6446@srmist.edu.in,two_column,high,False
SRM_TWO_036,Santhosh Sundaram,Prefer not to say,AIML,74.5,Matriculation Board,79.9,State Board,8.07,0,1,4,SRM_TWO_036,santhoshsundaram437@srmist.edu.in,two_column,high,False
SRM_TWO_036_V2,Santhosh Sundaram,Prefer not to say,CSE,74.5,Matriculation Board,79.9,State Board,8.07,0,1,4,SRM_TWO_036_V2,santhoshsundaram437@srmist.edu.in,two_column,high,False
SRM_TWO_037,Logesh Tiwari,Prefer not to say,AIDS,93.3,ICSE,94.6,HSC,8.99,0,0,3,SRM_TWO_037,logeshtiwari2226@srmist.edu.in,two_column,high,False
SRM_TWO_037_V2,Logesh Tiwari,Prefer not to say,CSE,93.3,ICSE,94.6,HSC,8.99,0,0,3,SRM_TWO_037_V2,logeshtiwari2226@srmist.edu.in,two_column,high,False
SRM_TWO_038,Yash Venkataraman,Prefer not to say,ECE,80.7,State Board,91.1,ICSE,8.59,0,0,4,SRM_TWO_038,yashvenkataraman7249@srmist.edu.in,two_column,high,False
SRM_TWO_038_V2,Yash Venkataraman,Prefer not to say,AIDS,80.7,State Board,91.1,ICSE,8.59,0,0,4,SRM_TWO_038_V2,yashvenkataraman7249@srmist.edu.in,two_column,high,False
SRM_TWO_039,Nithya Das,Prefer not to say,CSE,82.6,ICSE,71.9,State Board,7.54,0,1,2,SRM_TWO_039,nithyadas2957@srmist.edu.in,two_column,high,False
SRM_TWO_039_V2,Nithya Das,Prefer not to say,CSE,82.6,ICSE,71.9,State Board,7.54,0,1,2,SRM_TWO_039_V2,nithyadas2957@srmist.edu.in,two_column,high,False
SRM_TWO_040,Rohan Saxena,Prefer not to say,CSE,99.0,Matriculation Board,96.0,State Board,9.3,0,0,2,SRM_TWO_040,rohansaxena8763@srmist.edu.in,two_column,high,False
SRM_TWO_040_V2,Rohan Saxena,Prefer not to say,IT,99.0,Matriculation Board,96.0,State Board,9.3,0,0,2,SRM_TWO_040_V2,rohansaxena8763@srmist.edu.in,two_column,high,False
SRM_TWO_041,Shruti Gopalakrishnan,Prefer not to say,AIDS,91.9,CBSE,60.8,Hsc,6.56,0,2,3,SRM_TWO_041,srm_two_041@srmist.edu.in,two_column,high,True
SRM_TWO_042,Sachin Gupta,Prefer not to say,CSE,75.5,State Board,58.6,Icse,6.52,0,1,4,SRM_TWO_042,srm_two_042@srmist.edu.in,two_column,high,True
SRM_TWO_043,Bhavana Thakur,Prefer not to say,AIML,99.0,State Board,73.6,Icse,7.05,0,1,3,SRM_TWO_043,srm_two_043@srmist.edu.in,two_column,high,True
SRM_TWO_044,Shruti Murugan,Prefer not to say,CSE,62.4,CBSE,45.7,Cbse,6.17,0,1,4,SRM_TWO_044,srm_two_044@srmist.edu.in,two_column,high,True
SRM_TWO_045,Pallavi Mukherjee,Prefer not to say,CSE,64.2,CBSE,77.2,Icse,7.86,0,1,2,SRM_TWO_045,srm_two_045@srmist.edu.in,two_column,high,True
SRM_TWO_046,Gokul Yadav,Prefer not to say,IT,79.3,ICSE,57.1,Cbse,6.21,0,1,3,SRM_TWO_046,srm_two_046@srmist.edu.in,two_column,high,True
SRM_TWO_047,Sneha Chauhan,Prefer not to say,CSE,86.1,State Board,75.5,Cbse,7.79,0,1,3,SRM_TWO_047,srm_two_047@srmist.edu.in,two_column,high,True
SRM_TWO_048,Pavan Shah,Prefer not to say,AIML,71.7,State Board,60.7,Icse,6.3,0,1,4,SRM_TWO_048,srm_two_048@srmist.edu.in,two_column,high,True
SRM_TWO_049,Mithun Kumar,Prefer not to say,AIDS,75.5,ICSE,85.6,Cbse,9.19,0,1,4,SRM_TWO_049,srm_two_049@srmist.edu.in,two_column,high,True
SRM_TWO_050,Dhruv Kulkarni,Prefer not to say,CSE,77.3,CBSE,99.0,Icse,9.1,0,1,4,SRM_TWO_050,srm_two_050@srmist.edu.in,two_column,high,True
SRM_TWO_051,Vikram Shah,Prefer not to say,AIDS,73.0,State Board,97.7,Cbse,9.09,0,1,3,SRM_TWO_051,srm_two_051@srmist.edu.in,two_column,high,True
SRM_TWO_052,Divya Patel,Prefer not to say,AIML,83.6,ICSE,74.6,State,7.82,0,1,4,SRM_TWO_052,srm_two_052@srmist.edu.in,two_column,high,True
SRM_TWO_053,Deepika Sharma,Prefer not to say,AIML,68.3,State Board,84.3,Icse,8.45,0,2,4,SRM_TWO_053,srm_two_053@srmist.edu.in,two_column,high,True
SRM_TWO_054,Logesh Reddy,Prefer not to say,IT,77.5,CBSE,69.2,Icse,7.97,0,1,4,SRM_TWO_054,srm_two_054@srmist.edu.in,two_column,high,True
SRM_TWO_055,Logesh Subramanian,Prefer not to say,IT,94.6,CBSE,98.8,Hsc,8.88,0,2,4,SRM_TWO_055,srm_two_055@srmist.edu.in,two_column,high,True
SRM_TWO_056,Bharath Ramachandran,Prefer not to say,ECE,62.1,State Board,77.6,Icse,7.69,0,1,4,SRM_TWO_056,srm_two_056@srmist.edu.in,two_column,high,True
SRM_TWO_057,Pavithra Ghosh,Prefer not to say,IT,62.5,CBSE,81.0,Hsc,7.51,0,1,3,SRM_TWO_057,srm_two_057@srmist.edu.in,two_column,high,True
SRM_TWO_058,Santhosh Sundaram,Prefer not to say,CSE,57.3,ICSE,63.2,Cbse,6.62,0,1,3,SRM_TWO_058,srm_two_058@srmist.edu.in,two_column,high,True
SRM_TWO_059,Priya Shah,Prefer not to say,CSE,86.2,State Board,71.2,Cbse,7.04,0,2,4,SRM_TWO_059,srm_two_059@srmist.edu.in,two_column,high,True
SRM_TWO_060,Lavanya Rajendran,Prefer not to say,AIML,75.0,State Board,57.1,Cbse,5.14,0,1,2,SRM_TWO_060,srm_two_060@srmist.edu.in,two_column,high,True
SRM_TWO_061,Myra Rao,Prefer not to say,AIML,90.3,CBSE,74.0,Hsc,8.82,0,1,4,SRM_TWO_061,srm_two_061@srmist.edu.in,two_column,high,True
SRM_TWO_062,Sruthi Natarajan,Prefer not to say,AIML,79.1,State Board,85.7,Cbse,8.33,0,1,4,SRM_TWO_062,srm_two_062@srmist.edu.in,two_column,high,True
SRM_TWO_063,Priya Shah,Prefer not to say,AIML,99.0,CBSE,63.0,Icse,7.2,0,1,4,SRM_TWO_063,srm_two_063@srmist.edu.in,two_column,high,True
SRM_TWO_064,Dev Das,Prefer not to say,AIDS,72.1,CBSE,77.4,State,7.4,0,1,4,SRM_TWO_064,srm_two_064@srmist.edu.in,two_column,high,True
SRM_TWO_065,Rahul Yadav,Prefer not to say,MECH,67.8,CBSE,68.5,Hsc,6.99,0,1,4,SRM_TWO_065,srm_two_065@srmist.edu.in,two_column,high,True
SRM_TWO_066,Nithish Murugan,Prefer not to say,CSE,81.2,ICSE,87.6,State,7.66,0,1,4,SRM_TWO_066,srm_two_066@srmist.edu.in,two_column,high,True
SRM_TWO_067,Sachin Verma,Prefer not to say,AIML,77.5,State Board,92.1,State,9.65,0,1,4,SRM_TWO_067,srm_two_067@srmist.edu.in,two_column,high,True
SRM_TWO_068,Varun Gopalakrishnan,Prefer not to say,AIDS,89.1,ICSE,75.1,Icse,6.98,0,1,3,SRM_TWO_068,srm_two_068@srmist.edu.in,two_column,high,True
SRM_TWO_069,Nandhini Jadhav,Prefer not to say,CSE,70.7,CBSE,55.0,Icse,5.67,0,1,3,SRM_TWO_069,srm_two_069@srmist.edu.in,two_column,high,True
SRM_TWO_070,Arjun Ghosh,Prefer not to say,IT,90.3,ICSE,51.9,Hsc,5.64,0,1,4,SRM_TWO_070,srm_two_070@srmist.edu.in,two_column,high,True
SRM_TWO_071,Manoj Menon,Prefer not to say,IT,82.7,State Board,89.2,Cbse,8.79,0,2,2,SRM_TWO_071,srm_two_071@srmist.edu.in,two_column,high,True
SRM_TWO_072,Mithun Hegde,Prefer not to say,ECE,86.1,CBSE,89.7,State,8.26,0,1,2,SRM_TWO_072,srm_two_072@srmist.edu.in,two_column,high,True
SRM_TWO_073,Yash Thakur,Prefer not to say,AIML,99.0,ICSE,91.5,Hsc,9.17,0,1,2,SRM_TWO_073,srm_two_073@srmist.edu.in,two_column,high,True
SRM_TWO_074,Vikram Kumar,Prefer not to say,CSE,57.3,ICSE,59.0,Hsc,6.09,0,1,2,SRM_TWO_074,srm_two_074@srmist.edu.in,two_column,high,True
SRM_TWO_075,Vivek Thakur,Prefer not to say,CSE,63.8,CBSE,64.4,Hsc,7.35,0,2,2,SRM_TWO_075,srm_two_075@srmist.edu.in,two_column,high,True
SRM_TWO_076,Ishita Saxena,Prefer not to say,CSE,68.3,State Board,75.4,State,7.19,0,2,4,SRM_TWO_076,srm_two_076@srmist.edu.in,two_column,high,True
SRM_TWO_077,Ishaan Subramanian,Prefer not to say,IT,99.0,ICSE,83.7,Hsc,8.31,0,1,4,SRM_TWO_077,srm_two_077@srmist.edu.in,two_column,high,True
SRM_TWO_078,Priya Gupta,Prefer not to say,AIDS,76.7,CBSE,70.1,State,6.51,0,1,3,SRM_TWO_078,srm_two_078@srmist.edu.in,two_column,high,True
SRM_TWO_079,Revathi Nair,Prefer not to say,AIML,42.2,ICSE,57.5,State,7.05,0,1,2,SRM_TWO_079,srm_two_079@srmist.edu.in,two_column,high,True
SRM_TWO_080,Priya Gopalakrishnan,Prefer not to say,CSE,89.3,CBSE,64.1,Cbse,6.37,0,1,3,SRM_TWO_080,srm_two_080@srmist.edu.in,two_column,high,True
SRM_TWO_081,Ishita Patel,Prefer not to say,AIML,68.7,State Board,89.3,Icse,9.19,0,2,4,SRM_TWO_081,srm_two_081@srmist.edu.in,two_column,high,True
SRM_TWO_082,Kritika Ghosh,Prefer not to say,IT,74.6,ICSE,77.6,Cbse,6.07,0,1,2,SRM_TWO_082,srm_two_082@srmist.edu.in,two_column,high,True
SRM_TWO_083,Karthik Shah,Prefer not to say,CSE,71.9,CBSE,81.2,Icse,8.55,0,1,3,SRM_TWO_083,srm_two_083@srmist.edu.in,two_column,high,True
SRM_TWO_084,Riley Bansal,Prefer not to say,IT,61.4,ICSE,71.9,Hsc,7.79,0,1,3,SRM_TWO_084,srm_two_084@srmist.edu.in,two_column,high,True
SRM_TWO_085,Nithya Murugan,Prefer not to say,AIML,91.3,CBSE,76.7,Cbse,8.31,0,2,2,SRM_TWO_085,srm_two_085@srmist.edu.in,two_column,high,True
SRM_TWO_086,Vivek Rao,Prefer not to say,CSE,79.9,ICSE,93.3,Icse,7.53,0,1,4,SRM_TWO_086,srm_two_086@srmist.edu.in,two_column,high,True
SRM_TWO_087,Shalini Sundaram,Prefer not to say,AIML,77.5,State Board,83.5,Cbse,8.16,0,1,4,SRM_TWO_087,srm_two_087@srmist.edu.in,two_column,high,True
SRM_TWO_088,Tarun Balakrishnan,Prefer not to say,IT,80.4,ICSE,76.5,Hsc,7.44,0,1,4,SRM_TWO_088,srm_two_088@srmist.edu.in,two_column,high,True
SRM_TWO_089,Anjali Rao,Prefer not to say,AIML,73.0,State Board,90.5,Hsc,8.35,0,1,2,SRM_TWO_089,srm_two_089@srmist.edu.in,two_column,high,True
SRM_TWO_090,Suresh Rao,Prefer not to say,CSE,63.8,CBSE,69.6,Icse,8.49,0,1,4,SRM_TWO_090,srm_two_090@srmist.edu.in,two_column,high,True
SRM_TWO_091,Dharini Ramachandran,Prefer not to say,AIML,63.4,CBSE,88.9,Icse,8.96,0,1,3,SRM_TWO_091,srm_two_091@srmist.edu.in,two_column,high,True
SRM_TWO_092,Lavanya Murugan,Prefer not to say,ECE,75.7,State Board,71.9,State,7.26,0,1,4,SRM_TWO_092,srm_two_092@srmist.edu.in,two_column,high,True
SRM_TWO_093,Shalini Gopalakrishnan,Prefer not to say,CSE,81.6,CBSE,58.9,State,6.96,0,1,4,SRM_TWO_093,srm_two_093@srmist.edu.in,two_column,high,True
SRM_TWO_094,Tara Roy,Prefer not to say,CSE,99.0,CBSE,95.8,State,9.47,0,1,3,SRM_TWO_094,srm_two_094@srmist.edu.in,two_column,high,True
SRM_TWO_095,Riya Reddy,Prefer not to say,AIDS,70.9,CBSE,61.5,Cbse,6.9,0,1,3,SRM_TWO_095,srm_two_095@srmist.edu.in,two_column,high,True
SRM_TWO_096,Pallavi Nair,Prefer not to say,ECE,75.7,CBSE,70.2,Hsc,8.47,0,2,3,SRM_TWO_096,srm_two_096@srmist.edu.in,two_column,high,True
SRM_TWO_097,Monisha Sharma,Prefer not to say,CSE,99.0,CBSE,87.7,Cbse,9.29,0,1,4,SRM_TWO_097,srm_two_097@srmist.edu.in,two_column,high,True
SRM_TWO_098,Mithun Shah,Prefer not to say,AIDS,82.2,ICSE,76.6,Cbse,6.77,0,1,3,SRM_TWO_098,srm_two_098@srmist.edu.in,two_column,high,True
SRM_TWO_099,Lakshya Bansal,Prefer not to say,AIML,90.3,State Board,77.0,State,8.02,0,2,3,SRM_TWO_099,srm_two_099@srmist.edu.in,two_column,high,True
SRM_TWO_100,Sachin Roy,Prefer not to say,CSE,79.8,State Board,67.8,State,8.04,0,1,4,SRM_TWO_100,srm_two_100@srmist.edu.in,two_column,high,True
SRM_TWO_101,Manoj Bhat,Prefer not to say,AIML,90.3,State Board,71.6,Hsc,7.79,0,1,4,SRM_TWO_101,srm_two_101@srmist.edu.in,two_column,high,True
SRM_TWO_102,Nithish Mukherjee,Prefer not to say,AIDS,61.8,ICSE,91.2,Icse,9.86,0,1,4,SRM_TWO_102,srm_two_102@srmist.edu.in,two_column,high,True
SRM_TWO_103,Jyoti Jain,Prefer not to say,ECE,70.5,CBSE,97.1,Cbse,9.04,0,1,3,SRM_TWO_103,srm_two_103@srmist.edu.in,two_column,high,True
SRM_TWO_104,Pooja Ghosh,Prefer not to say,AIML,94.6,CBSE,61.9,Cbse,6.72,0,1,4,SRM_TWO_104,srm_two_104@srmist.edu.in,two_column,high,True
SRM_TWO_105,Vivek Pillai,Prefer not to say,AIML,72.6,ICSE,83.9,State,8.12,0,1,3,SRM_TWO_105,srm_two_105@srmist.edu.in,two_column,high,True
SRM_TWO_106,Gokul Reddy,Prefer not to say,IT,79.7,ICSE,79.4,Icse,8.11,0,2,2,SRM_TWO_106,srm_two_106@srmist.edu.in,two_column,high,True
SRM_TWO_107,Rohit Hegde,Prefer not to say,CSE,78.6,ICSE,84.0,Hsc,8.02,0,1,4,SRM_TWO_107,srm_two_107@srmist.edu.in,two_column,high,True
SRM_TWO_108,Bhavana Pandey,Prefer not to say,IT,80.5,State Board,73.5,State,7.58,0,2,3,SRM_TWO_108,srm_two_108@srmist.edu.in,two_column,high,True
SRM_TWO_109,Pavan Krishnamurthy,Prefer not to say,AIML,84.0,CBSE,57.2,Hsc,6.03,0,1,4,SRM_TWO_109,srm_two_109@srmist.edu.in,two_column,high,True
SRM_TWO_110,Varun Pandey,Prefer not to say,IT,82.6,ICSE,72.6,Icse,6.83,0,1,4,SRM_TWO_110,srm_two_110@srmist.edu.in,two_column,high,True
SRM_TWO_111,Aanya Joshi,Prefer not to say,IT,64.0,CBSE,87.6,Icse,7.8,0,1,4,SRM_TWO_111,srm_two_111@srmist.edu.in,two_column,high,True
SRM_TWO_112,Yash Gupta,Prefer not to say,ECE,80.7,State Board,78.8,State,8.49,0,2,4,SRM_TWO_112,srm_two_112@srmist.edu.in,two_column,high,True
SRM_TWO_113,Kiran Kumar,Prefer not to say,MECH,86.1,State Board,62.8,Icse,6.8,0,1,4,SRM_TWO_113,srm_two_113@srmist.edu.in,two_column,high,True
SRM_TWO_114,Aishwarya Shah,Prefer not to say,CSE,79.5,CBSE,96.5,Icse,9.51,0,1,3,SRM_TWO_114,srm_two_114@srmist.edu.in,two_column,high,True
SRM_TWO_115,Aishwarya,Prefer not to say,IT,79.3,ICSE,63.8,Cbse,6.98,0,1,3,SRM_TWO_115,srm_two_115@srmist.edu.in,two_column,high,True
SRM_TWO_116,Dinesh Deshmukh,Prefer not to say,AIML,79.3,ICSE,92.5,Cbse,8.97,0,1,4,SRM_TWO_116,srm_two_116@srmist.edu.in,two_column,high,True
SRM_TWO_117,Tanvi Mishra,Prefer not to say,AIDS,63.8,ICSE,76.9,Cbse,7.7,0,1,2,SRM_TWO_117,srm_two_117@srmist.edu.in,two_column,high,True
SRM_TWO_118,Reyansh Agarwal,Prefer not to say,CSE,85.5,ICSE,82.6,Cbse,9.55,0,1,4,SRM_TWO_118,srm_two_118@srmist.edu.in,two_column,high,True
SRM_TWO_119,Dev Menon,Prefer not to say,IT,75.7,State Board,81.9,Cbse,8.09,0,2,4,SRM_TWO_119,srm_two_119@srmist.edu.in,two_column,high,True
SRM_TWO_120,Praveen Subramaniam,Prefer not to say,CSE,55.9,ICSE,95.4,Icse,9.19,0,2,3,SRM_TWO_120,srm_two_120@srmist.edu.in,two_column,high,True
SRM_TWO_121,Praveen Natarajan,Prefer not to say,CSE,82.8,ICSE,65.2,State,6.53,0,2,2,SRM_TWO_121,srm_two_121@srmist.edu.in,two_column,high,True
SRM_TWO_122,Dharini Rajendran,Prefer not to say,AIML,99.0,State Board,89.0,Icse,8.96,0,2,4,SRM_TWO_122,srm_two_122@srmist.edu.in,two_column,high,True
SRM_TWO_123,Kabir Jain,Prefer not to say,IT,79.8,ICSE,93.7,Hsc,8.56,0,1,3,SRM_TWO_123,srm_two_123@srmist.edu.in,two_column,high,True
SRM_TWO_124,Akash Chauhan,Prefer not to say,CSE,65.4,State Board,97.2,Icse,9.92,0,1,4,SRM_TWO_124,srm_two_124@srmist.edu.in,two_column,high,True
SRM_TWO_125,Vivek Iyer,Prefer not to say,AIML,81.7,ICSE,62.6,Cbse,6.71,0,1,3,SRM_TWO_125,srm_two_125@srmist.edu.in,two_column,high,True
SRM_TWO_126,Reyansh Sharma,Prefer not to say,CSE,78.1,State Board,82.9,Cbse,7.23,0,1,4,SRM_TWO_126,srm_two_126@srmist.edu.in,two_column,high,True
SRM_TWO_127,Vihaan Bhat,Prefer not to say,IT,73.0,State Board,80.4,Hsc,8.05,0,1,4,SRM_TWO_127,srm_two_127@srmist.edu.in,two_column,high,True
SRM_TWO_128,Vihaan Sundaram,Prefer not to say,AIML,93.3,ICSE,70.4,Cbse,7.37,0,1,3,SRM_TWO_128,srm_two_128@srmist.edu.in,two_column,high,True
SRM_TWO_129,Arnav Yadav,Prefer not to say,AIML,56.1,State Board,79.2,Cbse,7.72,0,1,2,SRM_TWO_129,srm_two_129@srmist.edu.in,two_column,high,True
SRM_TWO_130,Nikhil Venkataraman,Prefer not to say,AIML,93.3,State Board,75.5,Hsc,8.46,0,1,4,SRM_TWO_130,srm_two_130@srmist.edu.in,two_column,high,True
SRM_TWO_131,Suresh Patel,Prefer not to say,IT,94.9,State Board,73.4,Hsc,6.9,0,1,4,SRM_TWO_131,srm_two_131@srmist.edu.in,two_column,high,True
SRM_TWO_132,Tanvi Jadhav,Prefer not to say,CSE,79.8,State Board,84.7,State,8.33,0,1,4,SRM_TWO_132,srm_two_132@srmist.edu.in,two_column,high,True
SRM_TWO_133,Manoj Natarajan,Prefer not to say,CSE,70.6,CBSE,87.5,Hsc,8.37,0,1,3,SRM_TWO_133,srm_two_133@srmist.edu.in,two_column,high,True
SRM_TWO_134,Mohit Subramanian,Prefer not to say,AIDS,79.8,State Board,72.9,Icse,7.5,0,1,3,SRM_TWO_134,srm_two_134@srmist.edu.in,two_column,high,True
SRM_TWO_135,Mithun Gupta,Prefer not to say,IT,77.6,CBSE,71.6,Icse,7.42,0,2,3,SRM_TWO_135,srm_two_135@srmist.edu.in,two_column,high,True
SRM_TWO_136,Pavan Balakrishnan,Prefer not to say,CSE,59.0,ICSE,71.4,Hsc,6.06,0,1,2,SRM_TWO_136,srm_two_136@srmist.edu.in,two_column,high,True
SRM_TWO_137,Lakshya Pillai,Prefer not to say,AIML,99.0,CBSE,96.0,State,8.21,0,1,4,SRM_TWO_137,srm_two_137@srmist.edu.in,two_column,high,True
SRM_TWO_138,Deepika Roy,Prefer not to say,AIDS,93.5,ICSE,89.5,State,8.68,0,1,2,SRM_TWO_138,srm_two_138@srmist.edu.in,two_column,high,True
SRM_TWO_139,Tanvi Balakrishnan,Prefer not to say,AIML,83.6,ICSE,90.7,Hsc,9.08,0,1,3,SRM_TWO_139,srm_two_139@srmist.edu.in,two_column,high,True
SRM_TWO_140,Harsh Natarajan,Prefer not to say,AIDS,68.1,ICSE,67.8,State,7.16,0,1,4,SRM_TWO_140,srm_two_140@srmist.edu.in,two_column,high,True
SRM_TWO_141,Ravi Balakrishnan,Prefer not to say,IT,71.8,State Board,75.4,Icse,8.42,0,1,4,SRM_TWO_141,srm_two_141@srmist.edu.in,two_column,high,True
SRM_TWO_142,Manisha Patel,Prefer not to say,AIML,64.0,CBSE,68.2,Hsc,6.77,0,1,3,SRM_TWO_142,srm_two_142@srmist.edu.in,two_column,high,True
SRM_TWO_143,Gayathri Gopalakrishnan,Prefer not to say,CSE,99.0,ICSE,66.9,Icse,6.51,0,1,4,SRM_TWO_143,srm_two_143@srmist.edu.in,two_column,high,True
SRM_TWO_144,Naveen Subramanian,Prefer not to say,ECE,75.5,State Board,61.6,Icse,5.66,0,1,4,SRM_TWO_144,srm_two_144@srmist.edu.in,two_column,high,True
SRM_TWO_145,Dhanush Sharma,Prefer not to say,CSE,84.4,State Board,73.2,State,7.83,0,1,4,SRM_TWO_145,srm_two_145@srmist.edu.in,two_column,high,True
SRM_TWO_146,Venkat Tiwari,Prefer not to say,CSE,51.3,State Board,76.1,Icse,6.56,0,1,3,SRM_TWO_146,srm_two_146@srmist.edu.in,two_column,high,True
SRM_TWO_147,Sakshi Patel,Prefer not to say,ECE,87.8,CBSE,54.6,Cbse,6.21,0,1,3,SRM_TWO_147,srm_two_147@srmist.edu.in,two_column,high,True
SRM_TWO_148,Nisha Reddy,Prefer not to say,AIML,63.8,State Board,66.6,Cbse,7.43,0,1,4,SRM_TWO_148,srm_two_148@srmist.edu.in,two_column,high,True
SRM_TWO_149,Rashmi Pillai,Prefer not to say,AIML,82.8,ICSE,86.6,Cbse,8.33,0,2,2,SRM_TWO_149,srm_two_149@srmist.edu.in,two_column,high,True
SRM_TWO_150,Harish Ramachandran,Prefer not to say,IT,73.5,State Board,71.3,Hsc,6.88,0,2,3,SRM_TWO_150,srm_two_150@srmist.edu.in,two_column,high,True
SRM_TWO_151,Harsh Venkataraman,Prefer not to say,MECH,77.3,ICSE,63.0,Cbse,6.96,0,1,2,SRM_TWO_151,srm_two_151@srmist.edu.in,two_column,high,True
SRM_TWO_152,Dhanush Murugan,Prefer not to say,CSE,84.4,CBSE,59.9,Cbse,5.57,0,1,4,SRM_TWO_152,srm_two_152@srmist.edu.in,two_column,high,True
SRM_TWO_153,Priya Bansal,Prefer not to say,AIML,67.8,CBSE,72.9,State,8.44,0,1,3,SRM_TWO_153,srm_two_153@srmist.edu.in,two_column,high,True
SRM_TWO_154,Janani Rao,Prefer not to say,IT,77.3,ICSE,75.1,State,8.1,0,1,4,SRM_TWO_154,srm_two_154@srmist.edu.in,two_column,high,True
SRM_TWO_155,Varun Tiwari,Prefer not to say,AIML,99.0,CBSE,99.0,Cbse,9.06,0,2,3,SRM_TWO_155,srm_two_155@srmist.edu.in,two_column,high,True
SRM_TWO_156,Aditya Ramachandran,Prefer not to say,CSE,80.5,State Board,98.8,State,9.97,0,2,3,SRM_TWO_156,srm_two_156@srmist.edu.in,two_column,high,True
SRM_TWO_157,Dev Subramaniam,Prefer not to say,CSE,89.2,ICSE,35.6,Cbse,5.58,0,1,4,SRM_TWO_157,srm_two_157@srmist.edu.in,two_column,high,True
SRM_TWO_158,Harsh Deshmukh,Prefer not to say,CSE,94.0,CBSE,78.2,State,8.38,0,1,4,SRM_TWO_158,srm_two_158@srmist.edu.in,two_column,high,True
SRM_TWO_159,Nikhil Menon,Prefer not to say,IT,81.7,ICSE,69.7,State,6.45,0,1,2,SRM_TWO_159,srm_two_159@srmist.edu.in,two_column,high,True
SRM_TWO_160,Aarav Venkataraman,Prefer not to say,CSE,89.3,ICSE,52.5,Hsc,5.98,0,1,3,SRM_TWO_160,srm_two_160@srmist.edu.in,two_column,high,True
SRM_TWO_161,Arnav Natarajan,Prefer not to say,AIML,68.7,State Board,66.2,Icse,6.87,0,1,4,SRM_TWO_161,srm_two_161@srmist.edu.in,two_column,high,True
SRM_TWO_162,Aarav Krishnamurthy,Prefer not to say,AIML,85.3,State Board,71.6,Icse,7.08,0,1,4,SRM_TWO_162,srm_two_162@srmist.edu.in,two_column,high,True
SRM_TWO_163,Suresh Balakrishnan,Prefer not to say,CSE,79.5,CBSE,79.2,Icse,8.01,0,1,4,SRM_TWO_163,srm_two_163@srmist.edu.in,two_column,high,True
SRM_TWO_164,Diya Patil,Prefer not to say,IT,72.7,State Board,52.0,Hsc,5.6,0,1,4,SRM_TWO_164,srm_two_164@srmist.edu.in,two_column,high,True
SRM_TWO_165,Rohan Rajendran,Prefer not to say,AIDS,89.3,CBSE,47.5,Icse,4.8,0,1,3,SRM_TWO_165,srm_two_165@srmist.edu.in,two_column,high,True
SRM_TWO_166,Kishore Deshmukh,Prefer not to say,AIDS,75.4,CBSE,84.1,Hsc,8.5,0,2,2,SRM_TWO_166,srm_two_166@srmist.edu.in,two_column,high,True
